id,distribution,consent,gender,age,mcq,stars_test1,stars_int1,stars_help1,stars_test2,stars_int2,stars_int3,stars_int4,stars_test3,stars_int5,stars_test4,stars_int6,stars_int7,stars_test5,stars_int8,stars_test6,stars_help2,stars_int9,stars_int10,stars_help3,stars_int11,stars_test7,stars_test8,stars_help4,stars_m_test1,stars_m_int1,stars_m_help1,stars_m_test2,stars_m_int2,stars_m_int3,stars_m_int4,stars_m_test3,stars_m_test4,stars_m_int6,stars_m_test5,stars_m_int8,stars_m_test6,stars_m_help2,stars_m_int10,stars_m_help3,stars_m_int11,stars_m_test7,stars_m_test8,stars_m_help4,rmars_test1,rmars_test2,rmars_test3,rmars_test4,rmars_test5,rmars_test6,rmars_test7,rmars_test8,rmars_test9,rmars_test10,rmars_num1,rmars_num2,rmars_num3,rmars_num4,rmars_num5,rmars_course1,rmars_course2,rmars_course3,rmars_course4,rmars_course5,rmars_s_test1,rmars_s_test2,rmars_s_test3,rmars_s_test4,rmars_s_test5,rmars_s_test6,rmars_s_test7,rmars_s_test8,rmars_s_test9,rmars_s_test10,rmars_s_num1,rmars_s_num2,rmars_s_num3,rmars_s_num4,rmars_s_num5,rmars_s_course1,rmars_s_course2,rmars_s_course3,rmars_s_course4,rmars_s_course5,sticsa_trait_1,sticsa_trait_2,sticsa_trait_3,sticsa_trait_4,sticsa_trait_5,sticsa_trait_6,sticsa_trait_7,sticsa_trait_8,sticsa_trait_9,sticsa_trait_10,sticsa_trait_11,sticsa_trait_12,sticsa_trait_13,sticsa_trait_14,sticsa_trait_15,sticsa_trait_16,sticsa_trait_17,sticsa_trait_18,sticsa_trait_19,sticsa_trait_20,sticsa_trait_21,sticsa_pre_state_1,sticsa_pre_state_2,sticsa_pre_state_3,sticsa_pre_state_4,sticsa_pre_state_5,sticsa_pre_state_6,sticsa_pre_state_7,sticsa_pre_state_8,sticsa_pre_state_9,sticsa_pre_state_10,sticsa_pre_state_11,sticsa_pre_state_12,sticsa_pre_state_13,sticsa_pre_state_14,sticsa_pre_state_15,sticsa_pre_state_16,sticsa_pre_state_17,sticsa_pre_state_18,sticsa_pre_state_19,sticsa_pre_state_20,sticsa_pre_state_21,mcq_stats_1,mcq_stats_2,mcq_stats_3,mcq_stats_4,mcq_stats_5,mcq_maths_1,mcq_maths_2,mcq_maths_3,mcq_maths_4,mcq_maths_5,sticsa_post_state_1,sticsa_post_state_2,sticsa_post_state_3,sticsa_post_state_4,sticsa_post_state_5,sticsa_post_state_6,sticsa_post_state_7,sticsa_post_state_8,sticsa_post_state_9,sticsa_post_state_10,sticsa_post_state_11,sticsa_post_state_12,sticsa_post_state_13,sticsa_post_state_14,sticsa_post_state_15,sticsa_post_state_16,sticsa_post_state_17,sticsa_post_state_18,sticsa_post_state_19,sticsa_post_state_20,sticsa_post_state_21
7IBO5,anonymous,Yes,female,20,maths,3,2,4,3,3,2,3,4,1,4,2,3,4,2,4,3,2,2,3,2,4,4,2,2,1,2,2,2,2,2,4,4,1,4,4,4,2,3,3,1,3,4,3,3,4,4,5,3,3,4,4,4,3,1,1,1,1,1,2,3,4,4,2,4,2,3,5,3,3,4,3,4,4,1,3,3,4,4,1,3,4,2,3,2,2,2,2,2,2,1,1,NA,3,2,3,3,1,2,3,3,2,3,2,3,1,1,1,1,1,1,1,1,3,2,1,2,3,1,1,4,3,1,2,1,1,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,1,2,1,1,1,1,3,2,1,2,3,1,3,4,4,1,3,1,1
kcnVj,anonymous,Yes,female,19,stats,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,4,4,2,4,4,4,4,3,4,3,3,3,4,3,4,4,4,3,3,4,3,4,4,2,4,2,3,4,2,4,3,3,3,4,4,4,4,3,3,4,3,4,4,2,4,4,4,4,3,4,3,4,3,2,2,NA,2,3,2,2,3,3,3,2,3,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,1,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,3
BT3yn,anonymous,Yes,other/pnts,17,maths,2,1,2,5,1,3,2,2,1,2,1,3,3,1,2,1,5,4,1,4,1,2,1,4,2,1,5,3,3,2,5,4,1,5,1,4,1,4,1,3,2,3,1,4,5,4,5,4,4,5,5,4,5,1,1,2,2,2,1,2,3,1,3,2,3,3,4,2,3,2,2,4,5,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,1,1,1,1,2,1,2,2,1,2,3,4,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,1,2,1,2,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,4,NA,1,2,1,1,3,4,1,1,1,1
sMnDB,anonymous,Yes,female,21,stats,4,3,3,3,2,2,3,4,2,2,2,2,3,3,4,2,1,2,3,3,3,3,3,3,2,2,3,3,2,2,4,3,1,2,1,3,2,2,2,2,3,3,2,4,4,3,4,3,3,4,2,4,4,1,2,2,2,2,1,1,3,1,3,3,1,3,4,2,3,3,2,4,4,1,2,2,2,1,1,1,3,2,2,1,1,1,3,3,1,1,1,1,1,2,1,1,1,2,2,2,1,3,2,1,1,1,1,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
leQj6,anonymous,No,female,20,stats,2,2,1,2,2,1,3,3,1,3,1,3,3,2,2,2,1,3,2,3,1,2,2,2,2,1,2,2,1,1,3,3,2,2,2,2,1,2,1,1,1,NA,1,3,4,4,5,1,2,4,4,5,5,1,1,1,2,1,1,4,1,3,2,3,4,3,5,1,2,2,3,5,4,1,5,3,4,5,1,2,1,3,1,1,3,2,1,2,1,1,1,2,3,3,1,2,1,3,3,2,1,2,2,2,1,3,2,1,2,1,2,1,2,2,2,1,1,2,3,1,3,1,2,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,1,2,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1
kPaPZ,anonymous,Yes,female,19,maths,4,4,2,3,3,2,3,4,2,3,4,4,3,4,3,3,2,4,3,2,3,3,3,4,3,1,4,3,2,3,2,4,1,3,3,4,2,4,2,4,4,2,2,4,4,3,4,3,4,4,1,4,5,1,1,1,1,1,1,2,4,2,4,3,4,3,4,3,3,4,4,4,5,1,4,4,4,3,4,2,4,3,3,3,1,2,3,3,1,1,1,2,2,3,3,3,1,2,2,2,2,2,2,3,3,1,2,3,3,1,1,1,2,2,3,2,2,1,1,2,2,2,2,2,3,NA,NA,NA,NA,NA,1,1,1,0,0,2,1,2,3,3,1,1,1,1,3,3,3,3,1,1,2,3,3,2,2,3
DcHno,anonymous,Yes,female,20,stats,3,3,4,4,3,3,4,4,2,4,4,5,5,4,4,4,2,5,4,3,4,5,2,4,4,4,5,4,3,4,5,5,2,5,5,5,4,5,4,3,5,5,2,4,5,5,5,3,4,5,5,5,5,2,2,2,2,3,2,4,4,4,4,4,5,4,4,4,3,4,5,5,5,2,4,2,2,4,2,4,4,4,3,4,2,2,2,3,3,2,4,3,4,3,3,3,2,2,4,4,4,4,3,1,4,3,3,3,2,3,3,4,3,4,3,2,3,3,3,4,4,3,4,3,1,0,1,0,NA,1,NA,NA,NA,NA,NA,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,2
Vauqd,anonymous,Yes,female,18,maths,5,2,2,5,4,2,4,5,2,5,2,2,4,2,5,2,4,2,2,2,2,5,4,4,2,1,4,2,2,4,5,4,1,4,4,4,1,1,2,2,2,4,1,4,4,5,4,2,5,5,4,5,4,1,3,3,4,4,1,2,2,1,2,4,5,5,5,5,5,5,5,5,5,1,4,4,5,5,1,5,1,5,5,4,2,4,2,3,4,3,3,4,3,1,4,4,3,3,3,3,3,4,3,4,2,1,1,2,1,3,1,1,3,2,1,1,2,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,0,1,0,2,1,2,2,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1
CkUqi,anonymous,Yes,female,19,stats,3,2,3,2,1,1,3,2,1,2,1,3,2,1,2,3,1,2,3,2,1,1,3,3,2,3,2,2,2,3,2,3,1,3,2,2,3,3,4,2,1,1,4,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
i59RR,anonymous,NA,other/pnts,20,maths,4,3,5,4,4,4,4,5,3,5,4,5,4,4,5,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,3,4,4,3,3,4,4,5,5,5,4,5,5,5,4,5,2,3,2,2,3,2,5,4,4,3,3,5,5,5,3,5,5,4,4,5,2,4,4,1,2,2,3,5,3,2,2,2,2,2,1,3,3,2,3,3,2,2,3,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,3,1
0upnc,anonymous,Yes,female,19,stats,3,2,3,4,3,2,2,4,2,3,2,3,4,2,3,3,2,3,3,4,2,4,3,3,3,3,3,2,3,2,3,2,2,4,2,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,1,2,2,3,3,3,3,3,2,4,3,1,3,3,3,3,1,3,3,3,1,2,2,2,4,2,2,3,2,3,3,3,2,2,2,2,1,4,2,3,3,3,1,2,2,4,3,1,1,1,3,3,3,2,3,2,1,1,3,1,3,2,3,1,0,1,0,1,NA,NA,NA,NA,NA,1,2,3,4,2,1,1,1,3,4,4,2,4,3,1,1,3,1,3,1,3
ouFFF,anonymous,Yes,female,19,maths,3,2,3,3,3,2,4,4,2,4,2,3,4,2,4,3,2,3,3,2,2,3,3,4,2,3,1,3,2,2,3,3,2,4,1,4,3,2,3,2,2,3,3,3,4,3,4,4,3,3,2,5,5,2,2,2,2,2,2,3,2,3,2,2,3,4,3,4,3,4,3,5,5,2,2,NA,2,2,2,2,3,3,2,2,1,2,3,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,0,NA,2,1,2,2,3,1,2,2,2,2,1,2,1,2,2,2,3,2,2,2,2
M2MI0,anonymous,Yes,other/pnts,19,stats,5,4,5,4,5,3,5,5,5,5,4,4,3,5,5,3,5,4,2,4,5,3,2,5,3,5,5,4,3,4,5,5,4,3,4,5,3,2,2,4,5,4,2,5,5,5,5,4,5,5,5,5,5,2,2,3,3,3,2,3,5,2,5,5,5,5,5,4,5,5,5,5,5,2,5,5,5,5,2,3,5,3,3,3,2,NA,2,3,1,2,3,2,4,4,3,1,3,2,4,4,2,3,3,4,1,1,1,1,3,1,2,1,2,3,2,1,1,2,1,3,4,1,2,1,2,1,0,0,1,1,NA,NA,NA,NA,NA,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
VX0eQ,anonymous,Yes,female,19,maths,4,4,1,4,3,4,5,5,3,5,5,3,5,3,5,1,4,5,1,3,1,5,1,4,5,1,5,3,4,3,5,5,5,5,5,5,2,5,1,4,2,5,1,4,5,5,5,5,5,5,3,5,5,1,2,2,3,2,1,2,2,3,2,5,5,5,5,5,5,5,3,5,5,1,1,1,1,1,3,2,3,3,4,3,4,4,4,3,1,1,4,4,4,2,2,4,1,1,4,4,4,4,4,3,2,1,4,4,1,1,1,1,3,3,1,1,4,1,2,3,2,1,4,4,1,NA,NA,NA,NA,NA,1,1,0,0,0,2,1,4,4,4,2,1,1,3,3,3,1,4,1,1,2,4,1,4,4,1
8QRNK,anonymous,Yes,non-binary,18,stats,3,2,5,4,2,2,3,4,3,2,2,3,5,3,3,5,2,1,5,2,2,2,4,3,2,5,2,2,1,4,3,3,3,5,1,3,5,5,4,2,2,3,5,3,3,3,4,2,4,5,2,5,5,1,2,1,1,3,4,2,3,1,2,3,2,2,5,3,4,5,3,4,5,1,2,2,2,2,5,3,2,1,2,4,2,3,3,3,2,2,2,3,2,4,3,4,2,1,1,4,2,2,1,4,2,2,2,1,1,3,3,2,3,1,3,3,4,4,1,2,NA,1,1,1,3,1,1,0,0,1,NA,NA,NA,NA,NA,3,2,2,2,3,2,2,2,1,3,4,2,1,2,3,2,4,1,4,1,3
qHA0y,anonymous,NA,female,18,maths,3,3,4,3,2,2,3,4,1,3,2,3,3,1,3,2,1,2,3,2,2,3,4,2,3,4,3,2,2,2,2,3,1,3,2,3,2,1,2,2,2,2,2,4,4,2,4,3,3,3,3,4,5,1,1,1,2,2,2,2,1,2,3,2,3,3,3,3,3,3,2,3,4,1,2,2,2,2,2,2,2,2,3,3,4,2,4,3,2,3,3,3,3,4,4,4,3,2,3,2,3,2,2,4,3,3,2,4,3,2,3,3,3,3,3,4,4,3,3,3,2,3,2,2,3,NA,NA,NA,NA,NA,1,1,1,1,1,2,3,2,2,3,2,3,2,3,3,4,2,3,3,3,2,2,3,2,2,3
qN6C4,anonymous,Yes,female,18,maths,3,2,3,4,2,2,2,4,3,4,3,3,3,3,4,4,3,2,2,4,3,4,2,2,1,4,4,3,2,4,4,3,2,3,2,5,2,2,3,2,2,4,2,2,4,4,4,4,4,4,3,5,3,2,2,2,2,2,1,1,1,3,3,2,4,4,4,4,4,4,3,4,3,2,2,2,2,2,1,1,2,2,2,3,3,3,3,4,2,2,3,3,4,2,3,4,1,3,4,3,2,2,3,2,1,1,2,3,2,1,2,2,2,4,1,1,4,1,2,4,3,1,2,3,1,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,2,2,3,2,2,1,1,3,3,2,3,2,2,2,3,1,4,2,1
jSyAN,anonymous,Yes,other/pnts,17,stats,4,3,2,4,4,4,4,4,5,4,3,3,5,4,4,2,1,4,3,4,5,2,2,5,3,2,4,2,3,5,5,5,3,5,3,5,2,4,2,2,5,2,2,4,5,5,5,5,5,5,3,5,5,2,4,3,2,2,3,1,3,3,4,4,5,4,5,5,5,5,4,5,5,2,5,5,5,5,3,3,3,3,4,2,2,2,4,3,2,4,3,4,4,3,4,4,1,4,4,4,2,4,4,3,1,1,2,4,2,1,1,2,3,3,2,2,4,1,1,4,4,1,4,2,2,1,0,1,1,0,NA,NA,NA,NA,NA,1,2,4,3,3,1,1,2,3,3,3,1,4,2,3,3,3,1,4,3,1
m5atb,anonymous,No,other/pnts,18,maths,4,4,5,4,1,4,5,5,1,4,5,3,5,4,5,3,1,1,NA,4,1,4,4,3,3,4,4,4,3,4,3,3,4,4,4,4,4,1,4,4,1,3,5,3,5,4,4,3,4,5,4,5,4,1,3,3,4,4,1,1,4,5,3,3,3,5,5,3,3,4,5,5,5,1,5,4,4,4,1,3,4,2,5,3,3,3,3,3,3,2,3,3,3,3,2,2,3,1,3,2,3,3,3,1,1,3,4,4,4,2,3,3,3,3,3,2,2,3,3,3,4,2,4,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3
BwZMT,anonymous,Yes,female,19,maths,4,4,1,5,4,2,5,5,3,4,3,1,4,2,4,1,2,2,1,3,1,1,1,4,4,1,5,4,3,4,5,4,2,5,3,4,1,2,1,3,2,1,2,3,3,5,5,3,3,5,2,4,5,1,3,1,3,4,1,3,2,3,2,4,4,5,5,4,5,4,3,5,5,1,3,3,3,2,2,4,2,2,3,2,2,4,1,3,2,2,1,2,3,2,2,3,1,1,4,3,1,1,2,1,1,1,3,1,4,2,2,1,3,3,1,1,2,1,1,3,2,2,1,1,1,NA,NA,NA,NA,NA,1,0,1,NA,NA,1,2,2,1,1,1,1,1,3,1,1,1,3,1,3,1,1,1,1,1,1
R2B6T,anonymous,Yes,non-binary,20,stats,4,2,4,4,3,4,4,4,2,4,3,2,4,3,3,4,2,4,4,4,4,3,4,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,3,3,2,3,2,2,2,2,3,1,2,2,3,2,3,1,1,1,1,1,1,2,2,2,2,4,3,4,4,3,4,4,4,4,4,1,2,3,2,3,3,4,4,4,3,3,3,2,4,2,2,2,3,2,3,3,3,3,2,2,3,3,2,3,3,4,1,1,2,3,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2
7suHW,anonymous,Yes,female,17,maths,3,2,3,2,2,2,2,3,1,3,2,3,3,1,3,3,3,2,3,2,3,3,2,4,1,3,3,1,1,2,4,4,1,3,2,5,3,2,3,1,4,4,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,3,2,3,3,3,3,4,3,4,4,4,3,3,1,2,2,2,3,1,2,3,2,3,3,3,1,1,3,2,2,2,2,3,3,1,1,1,1,3,3,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,0,1,0,1,0,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1
p4ZE3,anonymous,Yes,female,200,stats,3,2,3,3,3,3,4,3,3,3,3,3,2,2,4,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,2,4,2,3,3,3,3,3,2,3,2,3,2,3,2,4,4,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,2,3,3,3,4,2,3,4,3,4,3,2,2,3,3,2,1,2,3,4,2,3,2,3,2,2,1,1,1,4,2,2,1,3,2,3,2,2,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UsFJA,anonymous,Yes,other/pnts,21,stats,2,3,3,2,3,3,4,4,2,5,4,4,3,4,3,4,2,3,3,3,2,3,3,2,3,4,2,4,3,3,2,3,2,3,3,4,3,2,3,3,2,3,3,2,3,3,4,2,3,4,1,3,3,1,1,1,1,3,1,2,2,3,2,3,4,4,5,3,4,5,2,4,4,1,4,2,2,4,1,3,2,4,3,3,4,2,3,1,2,3,2,2,3,4,4,2,3,3,2,3,2,1,2,3,2,4,2,2,2,1,3,1,1,3,4,1,2,3,4,2,2,1,2,2,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,1,2,3,2,1,2,4,1,1,3,4,1,3,3,3,2,3
RxCMC,anonymous,Yes,female,18,maths,5,5,3,5,4,4,5,5,1,1,5,5,4,4,5,2,2,3,2,5,5,4,1,5,5,2,5,4,3,4,5,5,3,4,4,5,4,3,3,3,5,4,2,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,1,3,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,5,3,3,1,2,3,2,1,1,1,2,2,1,2,2,1,2,4,2,1,1,3,1,1,1,1,3,2,1,1,1,1,1,1,2,2,1,1,4,2,1,1,2,1,NA,NA,NA,NA,NA,1,0,0,0,0,3,2,4,4,3,2,3,3,2,3,3,3,4,1,3,3,2,1,2,3,2
KH29p,anonymous,Yes,female,19,maths,1,3,2,2,2,2,3,3,4,4,3,3,2,2,3,2,4,2,2,2,1,1,2,1,2,2,2,3,3,2,4,3,2,2,2,2,3,3,4,3,1,1,2,1,3,3,3,1,2,3,1,2,3,2,1,1,2,4,1,1,1,1,1,1,5,4,5,2,2,4,2,2,4,2,3,4,2,5,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
tNLJ3,anonymous,Yes,female,20,stats,4,3,2,4,3,2,4,4,2,3,3,NA,4,3,5,2,1,3,2,4,3,3,2,3,3,2,4,3,2,4,4,4,2,4,3,5,1,1,2,4,3,2,2,3,3,4,5,4,4,5,2,5,4,1,3,1,2,2,1,3,3,3,2,3,3,4,4,4,5,5,3,5,4,1,4,2,2,2,2,3,3,3,2,3,1,2,1,1,1,1,1,1,2,2,3,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1
7aqLl,anonymous,Yes,other/pnts,17,stats,4,3,3,3,2,3,3,5,3,5,3,3,4,3,5,3,3,2,3,3,3,5,3,4,3,3,3,2,3,3,5,5,3,4,3,5,3,2,3,3,3,5,3,4,5,5,5,4,5,5,3,5,5,3,3,3,3,3,3,3,3,3,3,4,5,5,5,4,5,5,3,5,5,3,3,3,3,3,3,3,3,3,4,3,2,3,2,3,2,2,2,2,3,3,3,2,1,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,1,3,3,3,3,1,0,0,1,0,NA,NA,NA,NA,NA,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3
17DVa,anonymous,Yes,other/pnts,19,maths,4,4,4,3,4,4,4,5,3,5,3,4,3,4,5,5,3,4,4,4,2,4,3,3,3,4,3,3,4,3,4,5,2,3,2,5,4,4,4,4,2,4,3,3,5,4,5,3,5,5,3,4,4,1,2,2,2,2,1,3,2,2,2,3,5,4,5,4,5,5,4,4,5,1,3,3,3,3,2,3,3,3,3,3,3,2,2,1,1,3,2,2,3,3,1,2,2,3,3,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,3,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,3,3,2,2,2,1,2,1,2,2,3,1,3,1,3,1,3,2,4,3,3
kS1iR,anonymous,Yes,female,18,stats,4,2,4,2,2,1,2,4,1,1,2,3,4,2,4,4,1,1,4,3,3,1,2,3,2,2,1,3,2,2,4,4,1,4,3,3,4,1,3,2,4,1,2,4,3,4,4,4,3,3,4,4,3,1,2,2,1,1,1,1,3,1,1,2,5,3,5,4,4,3,4,5,4,1,3,2,2,1,1,1,3,1,1,3,2,1,2,1,3,3,2,3,3,3,2,3,2,1,2,3,3,1,1,1,2,1,1,2,3,2,2,2,2,1,3,1,2,1,1,1,2,3,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,3,2,1,1,2,1,2,2,2,1,NA,1,1,1,3,3,1,1
9vOj2,anonymous,Yes,other/pnts,20,maths,3,2,5,4,3,2,5,5,2,5,2,4,4,2,5,4,1,4,4,3,3,5,5,5,3,5,3,4,3,4,5,5,1,4,4,5,4,4,4,4,4,5,5,3,5,5,5,4,4,5,2,5,5,1,3,3,3,4,1,4,4,4,4,3,5,5,5,3,4,5,3,5,5,1,2,3,4,4,1,4,3,4,2,4,4,3,3,3,4,2,4,3,2,4,3,2,2,3,3,4,3,3,4,4,1,1,3,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,4,3,3,1,1,1,1,1,3,1,2,2,1,1,1,3,2,4,2,2
6BURB,anonymous,No,other/pnts,21,stats,4,4,4,5,4,4,5,4,4,4,4,5,4,5,4,5,4,4,5,4,3,3,5,4,3,4,5,4,4,5,4,5,2,4,5,4,4,4,5,3,4,3,4,5,5,5,4,5,5,4,5,5,5,1,4,1,2,2,1,4,4,5,3,3,3,4,4,4,4,4,5,5,5,1,4,4,4,4,1,4,3,4,3,4,3,3,3,4,4,4,3,3,3,4,3,2,4,3,3,3,2,2,3,3,3,3,2,3,3,3,4,2,1,1,4,1,1,3,1,4,2,2,2,3,1,1,0,0,0,1,NA,NA,NA,NA,NA,3,4,1,2,3,3,4,2,1,2,2,1,1,3,1,4,1,1,1,3,1
ywt26,anonymous,Yes,other/pnts,19,maths,2,2,5,2,1,2,3,4,2,4,1,2,3,3,3,4,1,1,4,2,1,2,3,2,3,4,3,2,1,2,4,4,1,3,2,2,4,1,4,3,1,2,3,1,4,3,5,1,2,3,4,5,4,1,2,2,4,2,1,3,3,3,2,4,5,3,5,2,4,4,5,5,5,1,3,1,2,4,1,3,3,3,2,4,1,2,3,3,1,1,2,2,NA,3,1,1,1,NA,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,0,1,0,NA,1,1,1,2,4,1,1,1,3,1,3,1,2,1,1,1,1,1,2,1,1
WFtTV,anonymous,Yes,female,21,maths,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,1,5,5,3,4,4,5,5,4,5,4,5,5,5,4,5,5,5,5,5,1,4,3,4,4,4,4,5,4,4,2,3,2,3,2,3,3,3,2,3,4,3,2,2,3,2,3,2,2,3,3,1,1,1,2,1,2,1,1,1,2,1,1,3,1,3,3,2,1,1,2,1,NA,NA,NA,NA,NA,1,1,0,0,0,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3
FxA3a,anonymous,Yes,other/pnts,20,stats,2,2,2,2,2,2,2,4,2,4,2,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,5,4,2,2,2,3,2,2,2,2,2,3,2,2,5,5,5,2,3,5,2,5,5,2,2,2,2,2,1,2,2,2,2,2,5,4,4,2,3,4,2,3,5,2,3,3,3,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
yIuEJ,anonymous,Yes,female,18,maths,2,3,2,2,4,3,3,3,3,2,2,3,3,4,3,2,2,3,1,4,2,2,1,4,4,3,3,4,4,5,5,5,5,4,4,5,3,3,3,4,5,3,3,4,5,5,5,5,5,5,5,5,5,2,5,4,5,5,5,5,5,4,5,2,5,2,2,3,3,2,5,1,3,2,4,4,4,4,4,2,4,2,4,2,3,3,3,4,1,3,2,2,4,1,1,3,2,3,3,3,2,4,2,1,1,3,2,1,1,1,3,1,1,1,1,1,1,3,3,1,2,1,2,1,1,NA,NA,NA,NA,NA,0,1,1,0,1,3,4,3,1,1,1,2,1,1,1,2,1,2,2,3,1,1,3,1,1,1
